
Cumulative Distribution Function CASE: AUGMENTED_PRAKS_GRAPH_CASE_G

1: 365.0
.1: 0.0
.2: 2.0
.3: 2.0
.4: 4.0
.5: 7.0
.6: 55.0
.7: 55.0
.8: 61.0
.9: 64.0
